"candidate_number","block_A00","block_A01","block_B00","block_C00","block_D01"
"19002946",-1.00,-1.00,-1.00,22.75,23.60
"19002947",-1.00,-1.00,-1.00,20.50,15.10
"19002948",-1.00,-1.00,-1.00,27.00,18.90
"19002949",-1.00,-1.00,-1.00,24.00,20.65
"19002950",-1.00,-1.00,-1.00,26.75,25.45
"19002951",-1.00,-1.00,-1.00,23.50,19.25
"19002952",25.20,21.10,21.45,-1.00,19.60
"19002953",-1.00,-1.00,-1.00,23.25,19.00
"19002954",-1.00,-1.00,-1.00,24.25,21.25
"19002955",-1.00,-1.00,-1.00,21.75,15.60
"19002956",23.25,20.50,21.50,-1.00,19.25
"19002957",-1.00,-1.00,-1.00,22.00,18.15
"19002958",-1.00,-1.00,-1.00,21.75,18.70
"19002959",20.00,18.50,17.25,-1.00,17.50
"19002960",-1.00,-1.00,-1.00,27.25,23.45
"19002961",-1.00,-1.00,-1.00,22.75,17.90
"19002962",19.30,19.00,21.30,-1.00,21.75
"19002963",23.10,18.70,23.35,-1.00,18.45
"19002964",-1.00,-1.00,-1.00,26.75,20.70
"19002965",-1.00,-1.00,-1.00,24.50,20.00
"19002966",-1.00,-1.00,-1.00,24.00,21.20
"19002967",23.40,22.55,21.40,-1.00,23.80
"19002968",-1.00,-1.00,-1.00,26.00,25.05
"19002969",-1.00,-1.00,-1.00,25.50,18.75
"19002970",-1.00,-1.00,-1.00,22.25,18.00
"19002971",-1.00,-1.00,-1.00,24.50,17.65
"19002972",-1.00,-1.00,-1.00,28.00,22.45
"19002973",-1.00,-1.00,-1.00,25.00,20.95
"19002974",25.05,24.70,22.80,-1.00,23.45
"19002975",-1.00,-1.00,-1.00,27.75,21.60
"19002976",-1.00,-1.00,-1.00,25.25,25.60
"19002977",-1.00,-1.00,-1.00,29.25,24.75
"19002978",-1.00,-1.00,-1.00,27.50,26.75
"19002979",24.15,25.40,18.40,-1.00,24.90
"19002980",25.35,27.20,22.85,-1.00,25.95
"19002981",-1.00,-1.00,-1.00,24.50,22.80
"19002982",22.25,22.50,19.75,-1.00,22.25
"19002983",-1.00,-1.00,-1.00,20.00,17.90
"19002984",-1.00,-1.00,-1.00,20.75,19.30
"19002985",-1.00,-1.00,-1.00,24.75,22.95
"19002986",-1.00,-1.00,-1.00,27.50,22.00
"19002987",24.75,24.10,20.50,-1.00,24.60
"19002988",-1.00,-1.00,-1.00,25.50,18.45
"19002989",-1.00,-1.00,-1.00,24.75,24.10
"19002990",-1.00,-1.00,-1.00,27.00,25.15
"19002991",24.40,26.20,20.65,-1.00,23.70
"19002992",-1.00,-1.00,-1.00,20.25,19.15
"19002993",-1.00,-1.00,-1.00,24.75,26.90
"19002994",21.35,18.35,19.60,-1.00,19.10
"19002995",-1.00,-1.00,-1.00,23.75,26.35
"19002996",23.50,21.60,21.25,-1.00,22.35
"19002997",-1.00,-1.00,-1.00,26.25,27.55
"19002998",-1.00,-1.00,-1.00,26.75,24.75
"19002999",-1.00,-1.00,-1.00,21.00,20.65
"19003000",-1.00,-1.00,-1.00,23.25,24.10
"19003001",-1.00,-1.00,-1.00,20.75,16.50
"19003002",-1.00,-1.00,-1.00,22.25,21.35
"19003003",26.75,24.65,24.50,-1.00,23.15
"19003004",21.25,21.40,21.25,-1.00,22.40
"19003005",-1.00,-1.00,-1.00,21.75,19.15
"19003006",-1.00,-1.00,-1.00,23.00,16.95
"19003007",-1.00,-1.00,-1.00,26.50,25.30
"19003008",-1.00,-1.00,-1.00,26.75,22.10
"19003009",-1.00,-1.00,-1.00,24.75,24.90
"19003010",25.75,24.05,23.00,-1.00,24.05
"19003011",-1.00,-1.00,-1.00,25.50,21.55
"19003012",-1.00,-1.00,-1.00,23.25,19.20
"19003013",-1.00,-1.00,-1.00,21.75,20.35
"19003014",-1.00,-1.00,-1.00,23.75,21.45
"19003015",-1.00,-1.00,-1.00,20.50,18.95
"19003016",22.70,20.80,20.70,-1.00,21.55
"19003017",-1.00,-1.00,-1.00,24.75,22.30
"19003018",-1.00,-1.00,-1.00,25.75,21.75
"19003019",24.75,22.05,23.00,-1.00,23.05
"19003020",-1.00,-1.00,-1.00,24.00,24.25
"19003021",-1.00,-1.00,-1.00,24.00,22.50
"19003022",18.20,19.55,17.20,-1.00,22.55
"19003023",22.55,20.20,21.80,-1.00,19.45
"19003024",-1.00,-1.00,-1.00,25.50,24.05
"19003025",-1.00,-1.00,-1.00,18.75,17.25
"19003026",-1.00,-1.00,-1.00,22.50,22.35
"19003027",-1.00,-1.00,-1.00,25.50,22.35
"19003028",-1.00,-1.00,-1.00,22.50,19.85
"19003029",-1.00,-1.00,-1.00,20.75,20.80
"19003030",21.00,21.10,18.50,-1.00,22.35
"19003031",-1.00,-1.00,-1.00,24.50,22.60
"19003032",-1.00,-1.00,-1.00,26.50,20.15
"19003033",-1.00,-1.00,-1.00,19.25,17.45
"19003034",19.40,23.05,15.90,-1.00,23.55
"19003035",20.45,21.25,18.70,-1.00,24.50
"19003036",-1.00,-1.00,-1.00,20.75,19.45
"19003037",-1.00,-1.00,-1.00,26.00,25.10
"19003038",-1.00,-1.00,-1.00,26.75,22.30
"19003039",-1.00,-1.00,-1.00,24.50,19.60
"19003040",-1.00,-1.00,-1.00,22.75,18.20
"19003041",-1.00,-1.00,-1.00,22.00,19.15
"19003042",-1.00,-1.00,-1.00,24.75,19.30
"19003043",-1.00,-1.00,-1.00,21.25,16.50
"19003044",-1.00,-1.00,-1.00,26.75,20.80
"19003045",19.85,17.60,17.35,-1.00,19.60
"19003046",23.50,21.55,21.75,-1.00,22.80
"19003047",-1.00,-1.00,-1.00,23.00,19.40
"19003048",-1.00,-1.00,-1.00,24.25,23.40
"19003049",-1.00,-1.00,-1.00,26.75,23.95
"19003050",-1.00,-1.00,-1.00,25.25,24.45
"19003051",21.95,20.65,19.45,-1.00,22.40
"19003052",-1.00,-1.00,-1.00,25.75,25.50
"19003053",21.60,24.85,19.10,-1.00,27.35
"19003054",-1.00,-1.00,-1.00,23.25,23.15
"19003055",-1.00,-1.00,-1.00,21.75,17.25
"19003056",-1.00,-1.00,-1.00,23.25,25.30
"19003057",-1.00,-1.00,-1.00,26.25,20.40
"19003058",-1.00,-1.00,-1.00,21.50,18.25
"19003059",-1.00,-1.00,-1.00,25.25,18.55
"19003060",-1.00,-1.00,-1.00,21.75,21.45
"19003061",-1.00,-1.00,-1.00,23.00,18.20
"19003062",-1.00,-1.00,-1.00,24.75,17.75
"19003063",-1.00,-1.00,-1.00,21.25,16.10
"19003064",-1.00,-1.00,-1.00,23.75,22.55
"19003065",16.55,15.20,18.55,-1.00,19.95
"19003066",-1.00,-1.00,-1.00,21.50,19.70
"19003067",17.15,14.50,16.40,-1.00,17.00
"19003068",-1.00,-1.00,-1.00,24.50,21.15
"19003069",-1.00,-1.00,-1.00,21.75,17.45
"19003070",-1.00,-1.00,-1.00,25.00,21.30
"19003071",-1.00,-1.00,-1.00,22.50,18.50
"19003072",-1.00,-1.00,-1.00,23.75,22.30
"19003073",-1.00,-1.00,-1.00,23.50,18.80
"19003074",-1.00,-1.00,-1.00,26.25,24.15
"19003075",-1.00,-1.00,-1.00,28.75,21.55
"19003076",23.50,22.10,20.75,-1.00,23.10
"19003077",-1.00,-1.00,-1.00,24.00,19.75
"19003078",-1.00,-1.00,-1.00,26.75,26.55
"19003079",-1.00,-1.00,-1.00,22.75,20.40
"19003080",-1.00,-1.00,-1.00,25.75,24.00
"19003081",-1.00,-1.00,-1.00,20.25,18.40
"19003082",-1.00,-1.00,-1.00,21.25,16.95
"19003083",-1.00,-1.00,-1.00,22.25,22.05
"19003084",-1.00,-1.00,-1.00,21.25,19.75
"19003085",-1.00,-1.00,-1.00,18.25,17.25
"19003086",-1.00,-1.00,-1.00,23.25,18.30
"19003087",-1.00,-1.00,-1.00,23.75,22.55
"19003088",-1.00,-1.00,-1.00,24.25,23.45
"19003089",-1.00,-1.00,-1.00,19.00,19.70
"19003090",-1.00,-1.00,-1.00,18.50,18.35
"19003091",-1.00,-1.00,-1.00,23.50,20.30
"19003092",-1.00,-1.00,-1.00,22.25,22.10
"19003093",-1.00,-1.00,-1.00,25.75,21.80
"19003094",-1.00,-1.00,-1.00,25.00,22.30
"19003095",-1.00,-1.00,-1.00,23.50,19.60
"19003096",-1.00,-1.00,-1.00,20.50,17.25
"19003097",-1.00,-1.00,-1.00,20.75,16.30
"19003098",-1.00,-1.00,-1.00,20.00,15.70
"19003099",-1.00,-1.00,-1.00,26.50,20.05
"19003100",-1.00,-1.00,-1.00,26.75,18.55
"19003101",-1.00,-1.00,-1.00,22.50,20.75
"19003102",23.20,19.40,18.45,-1.00,19.90
"19003103",-1.00,-1.00,-1.00,21.50,18.00
"19003104",-1.00,-1.00,-1.00,17.50,20.55
"19003105",-1.00,-1.00,-1.00,22.50,21.65
"19003106",-1.00,-1.00,-1.00,25.00,18.35
"19003107",-1.00,-1.00,-1.00,21.00,18.95
"19003108",-1.00,-1.00,-1.00,24.00,20.75
"19003109",23.50,21.30,21.50,-1.00,22.05
"19003110",22.30,20.10,19.55,-1.00,20.60
"19003111",-1.00,-1.00,-1.00,24.75,20.60
"19003112",-1.00,-1.00,-1.00,22.00,21.05
"19003113",-1.00,-1.00,-1.00,23.75,22.15
"19003114",-1.00,-1.00,-1.00,23.25,23.35
"19003115",-1.00,-1.00,-1.00,26.75,22.50
"19003116",22.50,18.70,21.25,-1.00,19.45
"19003117",-1.00,-1.00,-1.00,25.00,20.80
"19003118",-1.00,-1.00,-1.00,25.00,24.65
"19003119",-1.00,-1.00,-1.00,22.25,18.65
"19003120",-1.00,-1.00,-1.00,22.75,20.65
"19003121",-1.00,-1.00,-1.00,25.75,22.35
"19003122",-1.00,-1.00,-1.00,23.50,21.25
"19003123",-1.00,-1.00,-1.00,22.75,19.95
"19003124",-1.00,-1.00,-1.00,23.00,21.90
"19003125",21.90,22.95,20.40,-1.00,22.70
"19003126",-1.00,-1.00,-1.00,23.50,20.75
"19003127",-1.00,-1.00,-1.00,27.50,22.45
"19003128",-1.00,-1.00,-1.00,22.50,19.00
"19003129",-1.00,-1.00,-1.00,26.00,23.55
"19003130",-1.00,-1.00,-1.00,22.75,21.95
"19003131",24.35,25.45,22.10,-1.00,22.45
"19003132",-1.00,-1.00,-1.00,22.50,20.00
"19003133",-1.00,-1.00,-1.00,22.50,21.45
"19003134",-1.00,-1.00,-1.00,25.25,24.70
"19003135",-1.00,-1.00,-1.00,19.75,17.40
"19003136",-1.00,-1.00,-1.00,23.75,24.15
"19003137",-1.00,-1.00,-1.00,22.00,18.90
"19003138",-1.00,-1.00,-1.00,23.50,22.75
"19003139",-1.00,-1.00,-1.00,24.50,21.50
"19003140",-1.00,-1.00,-1.00,19.25,20.30
"19003141",-1.00,-1.00,-1.00,20.75,20.10
"19003142",-1.00,-1.00,-1.00,21.25,18.30
"19003143",-1.00,-1.00,-1.00,20.50,21.00
"19003144",-1.00,-1.00,-1.00,23.25,22.30
"19003145",-1.00,-1.00,-1.00,23.50,22.05
"19003146",-1.00,-1.00,-1.00,26.25,20.25
"19003147",-1.00,-1.00,-1.00,23.25,19.70
"19003148",-1.00,-1.00,-1.00,20.50,17.25
"19003149",-1.00,-1.00,-1.00,17.75,16.95
"19003150",-1.00,-1.00,-1.00,27.50,24.05
"19003151",-1.00,-1.00,-1.00,23.25,19.25
"19003152",-1.00,-1.00,-1.00,24.75,22.45
"19003153",-1.00,-1.00,-1.00,22.25,18.25
"19003154",-1.00,-1.00,-1.00,23.00,18.95
"19003155",-1.00,-1.00,-1.00,22.25,19.35
"19003156",-1.00,-1.00,-1.00,20.00,17.05
"19003157",-1.00,-1.00,-1.00,24.75,20.55
"19003158",-1.00,-1.00,-1.00,23.25,21.45
"19003159",-1.00,-1.00,-1.00,20.00,16.40
"19003160",-1.00,-1.00,-1.00,28.00,22.55
"19003161",-1.00,-1.00,-1.00,24.50,21.05
"19003162",-1.00,-1.00,-1.00,25.75,22.55
"19003163",-1.00,-1.00,-1.00,25.00,24.25
"19003164",-1.00,-1.00,-1.00,21.25,22.80
"19003165",-1.00,-1.00,-1.00,22.75,19.50
"19003166",-1.00,-1.00,-1.00,17.00,15.90
"19003167",-1.00,-1.00,-1.00,27.25,22.45
"19003168",-1.00,-1.00,-1.00,26.00,20.30
"19003169",-1.00,-1.00,-1.00,22.75,21.10
"19003170",-1.00,-1.00,-1.00,17.25,16.10
"19003171",-1.00,-1.00,-1.00,23.75,19.10
"19003172",-1.00,-1.00,-1.00,23.50,21.50
"19003173",26.00,22.95,24.50,-1.00,19.45
"19003174",-1.00,-1.00,-1.00,23.50,20.75
"19003175",-1.00,-1.00,-1.00,23.75,17.25
"19003176",-1.00,-1.00,-1.00,23.75,19.15
"19003177",-1.00,-1.00,-1.00,26.00,20.50
"19003178",-1.00,-1.00,-1.00,24.00,19.20
"19003179",-1.00,-1.00,-1.00,24.75,19.60
"19003180",-1.00,-1.00,-1.00,21.00,19.15
"19003181",-1.00,-1.00,-1.00,24.75,19.20
"19003182",-1.00,-1.00,-1.00,22.50,21.80
"19003183",-1.00,-1.00,-1.00,21.50,18.75
"19003184",-1.00,-1.00,-1.00,23.50,20.30
"19003185",-1.00,-1.00,-1.00,22.75,17.95
"19003186",-1.00,-1.00,-1.00,23.75,16.95
"19003187",23.60,22.55,21.35,-1.00,21.05
"19003188",-1.00,-1.00,-1.00,25.00,18.70
"19003189",-1.00,-1.00,-1.00,23.00,14.70
"19003190",-1.00,-1.00,-1.00,22.75,19.50
"19003191",-1.00,-1.00,-1.00,24.00,15.80
"19003192",-1.00,-1.00,-1.00,22.00,18.45
"19003193",-1.00,-1.00,-1.00,20.25,18.70
"19003194",-1.00,-1.00,-1.00,27.25,22.10
"19003195",-1.00,-1.00,-1.00,21.75,16.70
"19003196",-1.00,-1.00,-1.00,23.75,23.10
"19003197",-1.00,-1.00,-1.00,21.25,16.95
"19003198",-1.00,-1.00,-1.00,24.00,17.00
"19003199",-1.00,-1.00,-1.00,27.75,23.10
"19003200",-1.00,-1.00,-1.00,29.25,26.90
"19003201",-1.00,-1.00,-1.00,26.25,21.35
"19003202",-1.00,-1.00,-1.00,23.25,17.75
"19003203",-1.00,-1.00,-1.00,20.25,16.55
"19003204",-1.00,-1.00,-1.00,19.00,18.90
"19003205",-1.00,-1.00,-1.00,22.25,18.85
"19003206",-1.00,-1.00,-1.00,18.75,16.60
"19003207",-1.00,-1.00,-1.00,20.25,17.55
"19003208",-1.00,-1.00,-1.00,20.00,18.15
"19003209",-1.00,-1.00,-1.00,23.75,21.45
"19003210",-1.00,-1.00,-1.00,22.50,18.15
"19003211",-1.00,-1.00,-1.00,23.75,19.70
"19003212",-1.00,-1.00,-1.00,20.50,16.90
"19003213",-1.00,-1.00,-1.00,21.50,17.25
"19003214",-1.00,-1.00,-1.00,25.50,20.65
"19003215",-1.00,-1.00,-1.00,24.25,17.75
"19003216",-1.00,-1.00,-1.00,21.00,17.00
"19003217",-1.00,-1.00,-1.00,21.50,18.80
"19003218",-1.00,-1.00,-1.00,24.75,20.80
"19003219",-1.00,-1.00,-1.00,24.00,20.50
"19003220",-1.00,-1.00,-1.00,18.00,18.00
"19003221",-1.00,-1.00,-1.00,24.25,23.90
"19003222",-1.00,-1.00,-1.00,21.50,16.70
"19003223",-1.00,-1.00,-1.00,25.50,21.10
"19003224",-1.00,-1.00,-1.00,25.00,19.40
"19003225",-1.00,-1.00,-1.00,24.00,19.70
"19003226",-1.00,-1.00,-1.00,25.75,22.05
"19003227",-1.00,-1.00,-1.00,22.25,19.90
"19003228",-1.00,-1.00,-1.00,25.25,23.15
"19003229",-1.00,-1.00,-1.00,25.75,19.40
"19003230",-1.00,-1.00,-1.00,20.75,16.25
"19003231",-1.00,-1.00,-1.00,24.25,19.00
"19003232",-1.00,-1.00,-1.00,26.75,24.65
"19003233",-1.00,-1.00,-1.00,23.50,21.10
"19003234",-1.00,-1.00,-1.00,24.25,22.00
"19003235",-1.00,-1.00,-1.00,27.75,20.90
"19003236",-1.00,-1.00,-1.00,27.00,21.60
"19003237",-1.00,-1.00,-1.00,27.25,19.25
"19003238",-1.00,-1.00,-1.00,27.00,24.00
"19003239",-1.00,-1.00,-1.00,22.25,18.85
"19003240",-1.00,-1.00,-1.00,22.50,17.80
"19003241",-1.00,-1.00,-1.00,22.50,17.55
"19003242",-1.00,-1.00,-1.00,22.75,16.35
"19003243",25.70,22.50,21.70,-1.00,19.25
"19003244",-1.00,-1.00,-1.00,17.00,14.95
"19003245",-1.00,-1.00,-1.00,21.00,17.20
"19003246",-1.00,-1.00,-1.00,22.25,17.50
"19003247",-1.00,-1.00,-1.00,23.25,19.65
"19003248",-1.00,-1.00,-1.00,26.25,21.65
"19003249",-1.00,-1.00,-1.00,23.75,17.75
"19003250",-1.00,-1.00,-1.00,23.75,19.75
"19003251",-1.00,-1.00,-1.00,26.50,20.30
"19003252",-1.00,-1.00,-1.00,26.25,17.80
"19003253",-1.00,-1.00,-1.00,26.50,22.35
"19003254",-1.00,-1.00,-1.00,26.25,20.85
"19003255",-1.00,-1.00,-1.00,25.75,22.50
"19003256",-1.00,-1.00,-1.00,25.00,17.40
"19003257",-1.00,-1.00,-1.00,22.00,19.00
"19003258",-1.00,-1.00,-1.00,20.50,19.00
"19003259",-1.00,-1.00,-1.00,28.50,25.50
"19003260",-1.00,-1.00,-1.00,23.25,16.20
"19003261",-1.00,-1.00,-1.00,25.75,17.90
"19003262",-1.00,-1.00,-1.00,21.75,20.30
"19003263",-1.00,-1.00,-1.00,24.50,20.75
"19003264",-1.00,-1.00,-1.00,22.25,15.75
"19003265",-1.00,-1.00,-1.00,23.50,17.80
"19003266",-1.00,-1.00,-1.00,27.75,23.15
"19003267",-1.00,-1.00,-1.00,23.50,17.55
"19003268",21.65,22.65,22.15,-1.00,23.90
"19003269",-1.00,-1.00,-1.00,17.75,19.35
"19003270",-1.00,-1.00,-1.00,16.00,16.60
"19003271",20.50,23.70,18.00,-1.00,21.95
"19003272",-1.00,-1.00,-1.00,20.50,18.25
"19003273",-1.00,-1.00,-1.00,24.75,21.35
"19003274",-1.00,-1.00,-1.00,25.00,22.20
"19003275",-1.00,-1.00,-1.00,24.00,18.80
"19003276",-1.00,-1.00,-1.00,16.50,18.95
"19003277",-1.00,-1.00,-1.00,24.00,21.50
"19003278",-1.00,-1.00,-1.00,22.75,17.20
"19003279",-1.00,-1.00,-1.00,21.00,15.30
"19003280",-1.00,-1.00,-1.00,21.50,17.85
"19003281",-1.00,-1.00,-1.00,21.50,16.70
"19003282",-1.00,-1.00,-1.00,28.00,19.70
"19003283",-1.00,-1.00,-1.00,20.25,12.90
"19003284",-1.00,-1.00,-1.00,24.75,20.70
"19003285",-1.00,-1.00,-1.00,26.25,20.90
"19003286",-1.00,-1.00,-1.00,27.75,19.80
"19003287",-1.00,-1.00,-1.00,22.00,18.40
"19003288",-1.00,-1.00,-1.00,19.25,14.10
"19003289",-1.00,-1.00,-1.00,22.00,19.70
"19003290",-1.00,-1.00,-1.00,26.00,21.30
"19003291",-1.00,-1.00,-1.00,26.00,22.20
"19003292",-1.00,-1.00,-1.00,23.25,17.95
"19003293",-1.00,-1.00,-1.00,22.50,15.90
"19003294",-1.00,-1.00,-1.00,17.75,17.60
"19003295",-1.00,-1.00,-1.00,22.75,18.05
"19003296",-1.00,-1.00,-1.00,22.50,20.25
"19003297",-1.00,-1.00,-1.00,21.25,16.90
"19003298",-1.00,-1.00,-1.00,13.50,14.20
"19003299",-1.00,-1.00,-1.00,22.00,17.00
"19003300",-1.00,-1.00,-1.00,21.50,17.70
"19003301",-1.00,-1.00,-1.00,22.00,18.20
"19003302",-1.00,-1.00,-1.00,21.50,15.00
"19003303",-1.00,-1.00,-1.00,24.25,18.10
"19003304",-1.00,-1.00,-1.00,22.50,17.30
"19003305",-1.00,-1.00,-1.00,22.75,18.30
"19003306",-1.00,-1.00,-1.00,22.50,15.85
"19003307",-1.00,-1.00,-1.00,22.00,17.65
"19003308",-1.00,-1.00,-1.00,23.50,18.20
"19003309",-1.00,-1.00,-1.00,23.25,19.35
"19003310",-1.00,-1.00,-1.00,15.25,11.55
"19003311",-1.00,-1.00,-1.00,22.75,20.25
"19003312",-1.00,-1.00,-1.00,24.00,19.20
"19003313",-1.00,-1.00,-1.00,21.50,18.15
"19003314",-1.00,-1.00,-1.00,24.75,20.70
"19003315",-1.00,-1.00,-1.00,24.75,22.20
"19003316",-1.00,-1.00,-1.00,24.25,23.90
"19003317",-1.00,-1.00,-1.00,25.00,22.65
"19003318",-1.00,-1.00,-1.00,23.50,21.90
"19003319",-1.00,-1.00,-1.00,25.25,20.30
"19003320",-1.00,-1.00,-1.00,20.75,17.65
"19003321",-1.00,-1.00,-1.00,23.25,20.50
"19003322",-1.00,-1.00,-1.00,21.50,20.10
"19003323",-1.00,-1.00,-1.00,24.00,18.55
"19003324",-1.00,-1.00,-1.00,24.75,20.10
"19003325",-1.00,-1.00,-1.00,23.50,21.80
"19003326",-1.00,-1.00,-1.00,26.75,22.45
"19003327",-1.00,-1.00,-1.00,24.75,23.90
"19003328",-1.00,-1.00,-1.00,25.50,22.90
"19003329",-1.00,-1.00,-1.00,24.00,22.75
"19003330",-1.00,-1.00,-1.00,17.75,16.40
"19003331",-1.00,-1.00,-1.00,24.25,20.55
"19003332",-1.00,-1.00,-1.00,23.00,20.55
"19003333",-1.00,-1.00,-1.00,21.00,16.65
"19003334",-1.00,-1.00,-1.00,26.50,22.40
"19003335",-1.00,-1.00,-1.00,25.75,18.80
"19003336",-1.00,-1.00,-1.00,22.00,15.55
"19003337",-1.00,-1.00,-1.00,23.75,19.90
"19003338",-1.00,-1.00,-1.00,23.00,19.90
"19003339",-1.00,-1.00,-1.00,23.75,21.60
"19003340",-1.00,-1.00,-1.00,20.75,18.25
"19003341",-1.00,-1.00,-1.00,20.50,18.05
"19003342",-1.00,-1.00,-1.00,25.75,23.40
"19003343",-1.00,-1.00,-1.00,18.00,16.10
"19003344",-1.00,-1.00,-1.00,23.00,19.40
"19003345",-1.00,-1.00,-1.00,27.75,21.75
"19003346",-1.00,-1.00,-1.00,26.50,21.70
"19003347",-1.00,-1.00,-1.00,23.25,17.45
"19003348",-1.00,-1.00,-1.00,26.75,21.65
"19003349",-1.00,-1.00,-1.00,22.00,20.35
"19003350",-1.00,-1.00,-1.00,25.50,19.85
"19003351",-1.00,-1.00,-1.00,28.75,22.55
"19003352",-1.00,-1.00,-1.00,24.50,20.05
"19003353",-1.00,-1.00,-1.00,21.50,19.35
"19003354",-1.00,-1.00,-1.00,26.75,21.35
"19003355",-1.00,-1.00,-1.00,22.00,16.45
"19003356",-1.00,-1.00,-1.00,25.50,20.85
"19003357",-1.00,-1.00,-1.00,23.00,19.40
"19003358",16.35,15.50,20.10,-1.00,18.75
"19003359",-1.00,-1.00,-1.00,22.25,17.55
"19003360",-1.00,-1.00,-1.00,24.50,20.65
"19003361",-1.00,-1.00,-1.00,26.25,21.20
"19003362",-1.00,-1.00,-1.00,26.25,19.50
"19003363",-1.00,-1.00,-1.00,25.75,18.20
"19003364",-1.00,-1.00,-1.00,28.00,21.00
"19003365",-1.00,-1.00,-1.00,25.00,20.40
"19003366",-1.00,-1.00,-1.00,23.00,19.10
"19003367",-1.00,-1.00,-1.00,23.75,17.45
"19003368",-1.00,-1.00,-1.00,22.25,18.85
"19003369",-1.00,-1.00,-1.00,25.25,21.15
"19003370",-1.00,-1.00,-1.00,23.75,16.70
"19003371",-1.00,-1.00,-1.00,21.00,16.60
"19003372",-1.00,-1.00,-1.00,22.00,19.65
"19003373",-1.00,-1.00,-1.00,23.25,19.40
"19003374",-1.00,-1.00,-1.00,27.50,23.90
"19003375",-1.00,-1.00,-1.00,21.75,18.25
"19003376",-1.00,-1.00,-1.00,21.50,18.15
"19003377",-1.00,-1.00,-1.00,23.75,18.90
"19003378",-1.00,-1.00,-1.00,20.25,16.35
"19003379",-1.00,-1.00,-1.00,27.00,21.65
"19003380",-1.00,-1.00,-1.00,22.50,18.55
"19003381",-1.00,-1.00,-1.00,25.25,17.90
"19003382",-1.00,-1.00,-1.00,18.50,14.55
"19003383",-1.00,-1.00,-1.00,18.75,15.25
"19003384",-1.00,-1.00,-1.00,24.75,19.80
"19003385",-1.00,-1.00,-1.00,22.75,20.75
"19003386",-1.00,-1.00,-1.00,25.25,22.45
"19003387",-1.00,-1.00,-1.00,25.25,22.60
"19003388",-1.00,-1.00,-1.00,24.00,19.05
"19003389",-1.00,-1.00,-1.00,23.75,23.40
"19003390",-1.00,-1.00,-1.00,20.50,16.50
"19003391",-1.00,-1.00,-1.00,24.50,23.30
"19003392",-1.00,-1.00,-1.00,21.25,20.90
"19003393",-1.00,-1.00,-1.00,22.50,21.30
"19003394",-1.00,-1.00,-1.00,24.25,21.45
"19003395",-1.00,-1.00,-1.00,25.50,21.30
"19003396",-1.00,-1.00,-1.00,23.50,21.55
"19003397",-1.00,-1.00,-1.00,23.75,22.20
"19003398",-1.00,-1.00,-1.00,22.00,22.35
"19003399",-1.00,-1.00,-1.00,23.25,21.80
"19003400",-1.00,-1.00,-1.00,25.00,23.15
"19003401",-1.00,-1.00,-1.00,25.00,22.95
"19003402",-1.00,-1.00,-1.00,25.00,26.10
"19003403",-1.00,-1.00,-1.00,20.50,23.50
"19003404",-1.00,-1.00,-1.00,23.25,22.80
"19003405",22.70,23.60,22.95,-1.00,20.35
"19003406",-1.00,-1.00,-1.00,25.00,21.35
"19003407",-1.00,-1.00,-1.00,22.75,17.05
"19003408",-1.00,-1.00,-1.00,22.00,20.75
"19003409",22.50,24.00,20.75,-1.00,23.25
"19003410",-1.00,-1.00,-1.00,24.25,18.60
"19003411",-1.00,-1.00,-1.00,23.25,15.35
"19003412",-1.00,-1.00,-1.00,23.00,18.50
"19003413",-1.00,-1.00,-1.00,24.00,20.85
"19003414",-1.00,-1.00,-1.00,23.25,21.40
"19003415",-1.00,-1.00,-1.00,24.50,19.30
"19003416",-1.00,-1.00,-1.00,24.25,20.30
"19003417",20.20,19.85,20.45,-1.00,19.85
"19003418",-1.00,-1.00,-1.00,19.25,15.45
"19003419",-1.00,-1.00,-1.00,28.00,23.15
"19003420",-1.00,-1.00,-1.00,20.75,17.70
"19003421",-1.00,-1.00,-1.00,21.25,13.80
"19003422",-1.00,-1.00,-1.00,19.50,14.55
"19003423",-1.00,-1.00,-1.00,22.50,19.75
"19003424",-1.00,-1.00,-1.00,19.50,17.50
"19003425",-1.00,-1.00,-1.00,23.75,20.45
"19003426",-1.00,-1.00,-1.00,21.50,17.45
"19003427",-1.00,-1.00,-1.00,19.50,15.85
"19003428",-1.00,-1.00,-1.00,23.00,18.60
"19003429",-1.00,-1.00,-1.00,23.75,22.20
"19003430",-1.00,-1.00,-1.00,21.00,14.30
"19003431",-1.00,-1.00,-1.00,20.25,13.60
"19003432",-1.00,-1.00,-1.00,23.25,18.35
"19003433",-1.00,-1.00,-1.00,26.25,18.40
"19003434",-1.00,-1.00,-1.00,24.25,17.70
"19003435",-1.00,-1.00,-1.00,21.25,13.55
"19003436",-1.00,-1.00,-1.00,23.75,17.75
"19003437",-1.00,-1.00,-1.00,22.00,17.40
"19003438",-1.00,-1.00,-1.00,22.50,19.00
"19003439",-1.00,-1.00,-1.00,23.00,16.20
"19003440",-1.00,-1.00,-1.00,22.00,15.95
"19003441",-1.00,-1.00,-1.00,22.50,16.65
"19003442",-1.00,-1.00,-1.00,22.00,19.75
"19003443",-1.00,-1.00,-1.00,20.25,16.75
"19003444",-1.00,-1.00,-1.00,29.00,19.80
"19003445",-1.00,-1.00,-1.00,29.00,18.50
"19003446",-1.00,-1.00,-1.00,21.75,19.35
"19003447",-1.00,-1.00,-1.00,25.00,19.35
